id,pokemon,species_id,height,weight,base_experience,type_1,type_2,hp,attack,defense,special_attack,special_defense,speed,color_1,color_2,color_f,egg_group_1,egg_group_2,url_icon,generation_id,url_image
551,Sandile,551,0.7,15.2,58,ground,dark,50,72,35,35,35,65,#E0C068,#705848,#C4A660,field,NA,//archives.bulbagarden.net/media/upload/2/21/551MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/551.png
552,Krokorok,552,1.0,33.4,123,ground,dark,60,82,45,45,45,74,#E0C068,#705848,#C4A660,field,NA,//archives.bulbagarden.net/media/upload/9/9c/552MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/552.png
553,Krookodile,553,1.5,96.3,234,ground,dark,95,117,80,65,70,92,#E0C068,#705848,#C4A660,field,NA,//archives.bulbagarden.net/media/upload/f/fb/553MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/553.png
554,Darumaka,554,0.6,37.5,63,fire,NA,70,90,45,15,45,50,#F08030,NA,NA,field,NA,//archives.bulbagarden.net/media/upload/c/c7/554MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/554.png
555,Darmanitan,555,1.3,92.9,168,fire,NA,105,140,55,30,55,95,#F08030,NA,NA,field,NA,//archives.bulbagarden.net/media/upload/f/f3/555MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/555.png
556,Maractus,556,1.0,28.0,161,grass,NA,75,86,67,106,67,60,#78C850,NA,NA,plant,NA,//archives.bulbagarden.net/media/upload/2/22/556MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/556.png
557,Dwebble,557,0.3,14.5,65,bug,rock,50,65,85,35,35,55,#A8B820,#B8A038,#ABB225,bug,mineral,//archives.bulbagarden.net/media/upload/b/b3/557MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/557.png
558,Crustle,558,1.4,200.0,170,bug,rock,70,105,125,65,75,45,#A8B820,#B8A038,#ABB225,bug,mineral,//archives.bulbagarden.net/media/upload/4/4b/558MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/558.png
559,Scraggy,559,0.6,11.8,70,dark,fighting,50,75,70,35,70,48,#705848,#C03028,#834E40,field,dragon,//archives.bulbagarden.net/media/upload/2/2f/559MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/559.png
560,Scrafty,560,1.1,30.0,171,dark,fighting,65,90,115,45,115,58,#705848,#C03028,#834E40,field,dragon,//archives.bulbagarden.net/media/upload/e/ea/560MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/560.png
561,Sigilyph,561,1.4,14.0,172,psychic,flying,72,58,80,103,80,97,#F85888,#A890F0,#E465A1,flying,NA,//archives.bulbagarden.net/media/upload/1/1c/561MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/561.png
562,Yamask,562,0.5,1.5,61,ghost,NA,38,30,85,55,65,30,#705898,NA,NA,mineral,amorphous,//archives.bulbagarden.net/media/upload/b/b1/562MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/562.png
563,Cofagrigus,563,1.7,76.5,169,ghost,NA,58,50,145,95,105,30,#705898,NA,NA,mineral,amorphous,//archives.bulbagarden.net/media/upload/1/1b/563MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/563.png
564,Tirtouga,564,0.7,16.5,71,water,rock,54,78,103,53,45,22,#6890F0,#B8A038,#7B93C3,water1,water3,//archives.bulbagarden.net/media/upload/d/de/564MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/564.png
565,Carracosta,565,1.2,81.0,173,water,rock,74,108,133,83,65,32,#6890F0,#B8A038,#7B93C3,water1,water3,//archives.bulbagarden.net/media/upload/1/14/565MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/565.png
566,Archen,566,0.5,9.5,71,rock,flying,55,112,45,74,45,70,#B8A038,#A890F0,#B49C64,flying,water3,//archives.bulbagarden.net/media/upload/3/3b/566MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/566.png
567,Archeops,567,1.4,32.0,177,rock,flying,75,140,65,112,65,110,#B8A038,#A890F0,#B49C64,flying,water3,//archives.bulbagarden.net/media/upload/f/fb/567MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/567.png
568,Trubbish,568,0.6,31.0,66,poison,NA,50,50,62,40,62,65,#A040A0,NA,NA,mineral,NA,//archives.bulbagarden.net/media/upload/2/2c/568MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/568.png
569,Garbodor,569,1.9,107.3,166,poison,NA,80,95,82,60,82,75,#A040A0,NA,NA,mineral,NA,//archives.bulbagarden.net/media/upload/2/2e/569MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/569.png
570,Zorua,570,0.7,12.5,66,dark,NA,40,65,40,80,40,65,#705848,NA,NA,field,NA,//archives.bulbagarden.net/media/upload/6/6e/570MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/570.png
571,Zoroark,571,1.6,81.1,179,dark,NA,60,105,60,120,60,105,#705848,NA,NA,field,NA,//archives.bulbagarden.net/media/upload/5/53/571MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/571.png
572,Minccino,572,0.4,5.8,60,normal,NA,55,50,40,40,40,75,#A8A878,NA,NA,field,NA,//archives.bulbagarden.net/media/upload/4/4a/572MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/572.png
573,Cinccino,573,0.5,7.5,165,normal,NA,75,95,60,65,60,115,#A8A878,NA,NA,field,NA,//archives.bulbagarden.net/media/upload/d/db/573MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/573.png
574,Gothita,574,0.4,5.8,58,psychic,NA,45,30,50,55,65,45,#F85888,NA,NA,human-like,NA,//archives.bulbagarden.net/media/upload/7/78/574MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/574.png
575,Gothorita,575,0.7,18.0,137,psychic,NA,60,45,70,75,85,55,#F85888,NA,NA,human-like,NA,//archives.bulbagarden.net/media/upload/9/9a/575MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/575.png
576,Gothitelle,576,1.5,44.0,221,psychic,NA,70,55,95,95,110,65,#F85888,NA,NA,human-like,NA,//archives.bulbagarden.net/media/upload/a/a5/576MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/576.png
577,Solosis,577,0.3,1.0,58,psychic,NA,45,30,40,105,50,20,#F85888,NA,NA,amorphous,NA,//archives.bulbagarden.net/media/upload/f/f7/577MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/577.png
578,Duosion,578,0.6,8.0,130,psychic,NA,65,40,50,125,60,30,#F85888,NA,NA,amorphous,NA,//archives.bulbagarden.net/media/upload/9/9b/578MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/578.png
579,Reuniclus,579,1.0,20.1,221,psychic,NA,110,65,75,125,85,30,#F85888,NA,NA,amorphous,NA,//archives.bulbagarden.net/media/upload/8/89/579MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/579.png
580,Ducklett,580,0.5,5.5,61,water,flying,62,44,50,44,50,55,#6890F0,#A890F0,#7790F0,water1,flying,//archives.bulbagarden.net/media/upload/6/6b/580MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/580.png
581,Swanna,581,1.3,24.2,166,water,flying,75,87,63,87,63,98,#6890F0,#A890F0,#7790F0,water1,flying,//archives.bulbagarden.net/media/upload/8/82/581MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/581.png
582,Vanillite,582,0.4,5.7,61,ice,NA,36,50,50,65,60,44,#98D8D8,NA,NA,mineral,NA,//archives.bulbagarden.net/media/upload/e/ef/582MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/582.png
583,Vanillish,583,1.1,41.0,138,ice,NA,51,65,65,80,75,59,#98D8D8,NA,NA,mineral,NA,//archives.bulbagarden.net/media/upload/2/2e/583MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/583.png
584,Vanilluxe,584,1.3,57.5,241,ice,NA,71,95,85,110,95,79,#98D8D8,NA,NA,mineral,NA,//archives.bulbagarden.net/media/upload/a/ad/584MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/584.png
585,Deerling,585,0.6,19.5,67,normal,grass,60,60,50,40,50,75,#A8A878,#78C850,#9CAF6E,field,NA,//archives.bulbagarden.net/media/upload/5/59/585MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/585.png
586,Sawsbuck,586,1.9,92.5,166,normal,grass,80,100,70,60,70,95,#A8A878,#78C850,#9CAF6E,field,NA,//archives.bulbagarden.net/media/upload/a/a8/586MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/586.png
587,Emolga,587,0.4,5.0,150,electric,flying,55,75,60,75,60,103,#F8D030,#A890F0,#E4C05E,field,NA,//archives.bulbagarden.net/media/upload/7/75/587MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/587.png
588,Karrablast,588,0.5,5.9,63,bug,NA,50,75,45,40,45,60,#A8B820,NA,NA,bug,NA,//archives.bulbagarden.net/media/upload/d/df/588MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/588.png
589,Escavalier,589,1.0,33.0,173,bug,steel,70,135,105,60,105,20,#A8B820,#B8B8D0,#ABB84A,bug,NA,//archives.bulbagarden.net/media/upload/6/6f/589MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/589.png
590,Foongus,590,0.2,1.0,59,grass,poison,69,55,45,55,55,15,#78C850,#A040A0,#81A763,plant,NA,//archives.bulbagarden.net/media/upload/d/d9/590MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/590.png
591,Amoonguss,591,0.6,10.5,162,grass,poison,114,85,70,85,80,30,#78C850,#A040A0,#81A763,plant,NA,//archives.bulbagarden.net/media/upload/e/e7/591MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/591.png
592,Frillish,592,1.2,33.0,67,water,ghost,55,40,50,65,85,40,#6890F0,#705898,#6982DA,amorphous,NA,//archives.bulbagarden.net/media/upload/5/57/592MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/592.png
593,Jellicent,593,2.2,135.0,168,water,ghost,100,60,70,85,105,60,#6890F0,#705898,#6982DA,amorphous,NA,//archives.bulbagarden.net/media/upload/c/c4/593MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/593.png
594,Alomomola,594,1.2,31.6,165,water,NA,165,75,80,40,45,65,#6890F0,NA,NA,water1,water2,//archives.bulbagarden.net/media/upload/f/fd/594MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/594.png
595,Joltik,595,0.1,0.6,64,bug,electric,50,47,50,57,50,65,#A8B820,#F8D030,#BBBD23,bug,NA,//archives.bulbagarden.net/media/upload/c/c3/595MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/595.png
596,Galvantula,596,0.8,14.3,165,bug,electric,70,77,60,97,60,108,#A8B820,#F8D030,#BBBD23,bug,NA,//archives.bulbagarden.net/media/upload/b/b1/596MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/596.png
597,Ferroseed,597,0.6,18.8,61,grass,steel,44,50,91,24,86,10,#78C850,#B8B8D0,#87C46F,plant,mineral,//archives.bulbagarden.net/media/upload/b/b2/597MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/597.png
598,Ferrothorn,598,1.0,110.0,171,grass,steel,74,94,131,54,116,20,#78C850,#B8B8D0,#87C46F,plant,mineral,//archives.bulbagarden.net/media/upload/d/d4/598MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/598.png
599,Klink,599,0.3,21.0,60,steel,NA,40,55,70,45,60,30,#B8B8D0,NA,NA,mineral,NA,//archives.bulbagarden.net/media/upload/b/b3/599MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/599.png
600,Klang,600,0.6,51.0,154,steel,NA,60,80,95,70,85,50,#B8B8D0,NA,NA,mineral,NA,//archives.bulbagarden.net/media/upload/3/3e/600MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/600.png
601,Klinklang,601,0.6,81.0,234,steel,NA,60,100,115,70,85,90,#B8B8D0,NA,NA,mineral,NA,//archives.bulbagarden.net/media/upload/2/26/601MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/601.png
602,Tynamo,602,0.2,0.3,55,electric,NA,35,55,40,45,40,60,#F8D030,NA,NA,amorphous,NA,//archives.bulbagarden.net/media/upload/0/0d/602MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/602.png
603,Eelektrik,603,1.2,22.0,142,electric,NA,65,85,70,75,70,40,#F8D030,NA,NA,amorphous,NA,//archives.bulbagarden.net/media/upload/9/97/603MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/603.png
604,Eelektross,604,2.1,80.5,232,electric,NA,85,115,80,105,80,50,#F8D030,NA,NA,amorphous,NA,//archives.bulbagarden.net/media/upload/8/8c/604MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/604.png
605,Elgyem,605,0.5,9.0,67,psychic,NA,55,55,55,85,55,30,#F85888,NA,NA,human-like,NA,//archives.bulbagarden.net/media/upload/e/ed/605MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/605.png
606,Beheeyem,606,1.0,34.5,170,psychic,NA,75,75,75,125,95,40,#F85888,NA,NA,human-like,NA,//archives.bulbagarden.net/media/upload/c/c7/606MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/606.png
607,Litwick,607,0.3,3.1,55,ghost,fire,50,30,55,65,55,20,#705898,#F08030,#8F617E,amorphous,NA,//archives.bulbagarden.net/media/upload/a/a0/607MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/607.png
608,Lampent,608,0.6,13.0,130,ghost,fire,60,40,60,95,60,55,#705898,#F08030,#8F617E,amorphous,NA,//archives.bulbagarden.net/media/upload/1/13/608MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/608.png
609,Chandelure,609,1.0,34.3,234,ghost,fire,60,55,90,145,90,80,#705898,#F08030,#8F617E,amorphous,NA,//archives.bulbagarden.net/media/upload/f/fa/609MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/609.png
610,Axew,610,0.6,18.0,64,dragon,NA,46,87,60,30,40,57,#7038F8,NA,NA,monster,dragon,//archives.bulbagarden.net/media/upload/d/db/610MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/610.png
611,Fraxure,611,1.0,36.0,144,dragon,NA,66,117,70,40,50,67,#7038F8,NA,NA,monster,dragon,//archives.bulbagarden.net/media/upload/a/af/611MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/611.png
612,Haxorus,612,1.8,105.5,243,dragon,NA,76,147,90,60,70,97,#7038F8,NA,NA,monster,dragon,//archives.bulbagarden.net/media/upload/b/b6/612MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/612.png
613,Cubchoo,613,0.5,8.5,61,ice,NA,55,70,40,60,40,40,#98D8D8,NA,NA,field,NA,//archives.bulbagarden.net/media/upload/f/fe/613MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/613.png
614,Beartic,614,2.6,260.0,177,ice,NA,95,130,80,70,80,50,#98D8D8,NA,NA,field,NA,//archives.bulbagarden.net/media/upload/b/bf/614MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/614.png
615,Cryogonal,615,1.1,148.0,180,ice,NA,80,50,50,95,135,105,#98D8D8,NA,NA,mineral,NA,//archives.bulbagarden.net/media/upload/1/1e/615MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/615.png
616,Shelmet,616,0.4,7.7,61,bug,NA,50,40,85,40,65,25,#A8B820,NA,NA,bug,NA,//archives.bulbagarden.net/media/upload/1/17/616MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/616.png
617,Accelgor,617,0.8,25.3,173,bug,NA,80,70,40,100,60,145,#A8B820,NA,NA,bug,NA,//archives.bulbagarden.net/media/upload/3/37/617MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/617.png
618,Stunfisk,618,0.7,11.0,165,ground,electric,109,66,84,81,99,32,#E0C068,#F8D030,#E5C35A,water1,amorphous,//archives.bulbagarden.net/media/upload/8/81/618MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/618.png
619,Mienfoo,619,0.9,20.0,70,fighting,NA,45,85,50,55,50,65,#C03028,NA,NA,field,human-like,//archives.bulbagarden.net/media/upload/b/b6/619MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/619.png
620,Mienshao,620,1.4,35.5,179,fighting,NA,65,125,60,95,60,105,#C03028,NA,NA,field,human-like,//archives.bulbagarden.net/media/upload/f/fc/620MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/620.png
621,Druddigon,621,1.6,139.0,170,dragon,NA,77,120,90,60,90,48,#7038F8,NA,NA,monster,dragon,//archives.bulbagarden.net/media/upload/2/26/621MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/621.png
622,Golett,622,1.0,92.0,61,ground,ghost,59,74,50,35,50,35,#E0C068,#705898,#C4A673,mineral,NA,//archives.bulbagarden.net/media/upload/d/d5/622MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/622.png
623,Golurk,623,2.8,330.0,169,ground,ghost,89,124,80,55,80,55,#E0C068,#705898,#C4A673,mineral,NA,//archives.bulbagarden.net/media/upload/0/06/623MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/623.png
624,Pawniard,624,0.5,10.2,68,dark,steel,45,85,70,40,40,60,#705848,#B8B8D0,#816F68,human-like,NA,//archives.bulbagarden.net/media/upload/5/51/624MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/624.png
625,Bisharp,625,1.6,70.0,172,dark,steel,65,125,100,60,70,70,#705848,#B8B8D0,#816F68,human-like,NA,//archives.bulbagarden.net/media/upload/8/80/625MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/625.png
626,Bouffalant,626,1.6,94.6,172,normal,NA,95,110,95,40,95,55,#A8A878,NA,NA,field,NA,//archives.bulbagarden.net/media/upload/d/d2/626MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/626.png
627,Rufflet,627,0.5,10.5,70,normal,flying,70,83,50,37,50,60,#A8A878,#A890F0,#A8A295,flying,NA,//archives.bulbagarden.net/media/upload/4/4e/627MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/627.png
628,Braviary,628,1.5,41.0,179,normal,flying,100,123,75,57,75,80,#A8A878,#A890F0,#A8A295,flying,NA,//archives.bulbagarden.net/media/upload/6/64/628MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/628.png
629,Vullaby,629,0.5,9.0,74,dark,flying,70,55,75,45,65,60,#705848,#A890F0,#7D6570,flying,NA,//archives.bulbagarden.net/media/upload/d/d7/629MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/629.png
630,Mandibuzz,630,1.2,39.5,179,dark,flying,110,65,105,55,95,80,#705848,#A890F0,#7D6570,flying,NA,//archives.bulbagarden.net/media/upload/4/4b/630MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/630.png
631,Heatmor,631,1.4,58.0,169,fire,NA,85,97,66,105,66,65,#F08030,NA,NA,field,NA,//archives.bulbagarden.net/media/upload/0/07/631MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/631.png
632,Durant,632,0.3,33.0,169,bug,steel,58,109,112,48,48,109,#A8B820,#B8B8D0,#ABB84A,bug,NA,//archives.bulbagarden.net/media/upload/d/d1/632MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/632.png
633,Deino,633,0.8,17.3,60,dark,dragon,52,65,50,45,50,38,#705848,#7038F8,#705072,dragon,NA,//archives.bulbagarden.net/media/upload/1/18/633MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/633.png
634,Zweilous,634,1.4,50.0,147,dark,dragon,72,85,70,65,70,58,#705848,#7038F8,#705072,dragon,NA,//archives.bulbagarden.net/media/upload/3/3a/634MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/634.png
635,Hydreigon,635,1.8,160.0,270,dark,dragon,92,105,90,125,90,98,#705848,#7038F8,#705072,dragon,NA,//archives.bulbagarden.net/media/upload/6/64/635MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/635.png
636,Larvesta,636,1.1,28.8,72,bug,fire,55,85,55,50,55,60,#A8B820,#F08030,#B9AA23,bug,NA,//archives.bulbagarden.net/media/upload/9/9a/636MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/636.png
637,Volcarona,637,1.6,46.0,248,bug,fire,85,60,65,135,105,100,#A8B820,#F08030,#B9AA23,bug,NA,//archives.bulbagarden.net/media/upload/f/f6/637MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/637.png
